tic,source,class
137152301,tessv1,CONTACT_ROT
137152450,tessv1,APERIODIC
137155326,added_myself,INSTRUMENT/JUNK
137155469,tessv1,CONTACT_ROT
137211158,tessv1,CONTACT_ROT
137211273,tessv1,CONTACT_ROT
137217366,tessv1,ECLIPSE
137217986,tessv1,DSCT_BCEP
137219337,added_myself,INSTRUMENT/JUNK
137220390,tessv1,DSCT_BCEP
137221250,added_myself,INSTRUMENT/JUNK
137221310,tessv1,DSCT_BCEP
137221438,tessv1,APERIODIC
137274420,tessv2,RRLYR_CEPH
137307059,tessv1,APERIODIC
137307569,tessv1,GDOR_SPB
137307660,tessv1,GDOR_SPB
137307736,added_myself,INSTRUMENT/JUNK
137310183,tessv2,RRLYR_CEPH
137313748,added_myself,INSTRUMENT/JUNK
137313785,tessv1,APERIODIC
137314650,added_myself,INSTRUMENT/JUNK
137315805,tessv1,DSCT_BCEP
137315989,tessv1,CONTACT_ROT
137316086,tessv1,CONTACT_ROT
137316692,added_myself,INSTRUMENT/JUNK
137317572,added_myself,INSTRUMENT/JUNK
137319204,tessv1,ECLIPSE
137319503,tessv1,ECLIPSE
137337040,tessv1,ECLIPSE
137337126,tessv1,APERIODIC
137340789,tessv1,APERIODIC
137340846,tessv1,GDOR_SPB
137341192,tessv1,GDOR_SPB
137341354,tessv1,ECLIPSE
137341551,tessv1,DSCT_BCEP
137346329,tessv1,DSCT_BCEP
137346492,tessv1,CONTACT_ROT
137347207,added_myself,INSTRUMENT/JUNK
137347875,tessv1,ECLIPSE
137348395,tessv1,GDOR_SPB
137349434,tessv1,APERIODIC
137349685,tessv1,CONTACT_ROT
137350719,tessv1,APERIODIC
137359662,added_myself,ECLIPSE
137361260,added_myself,ECLIPSE
137361818,added_myself,INSTRUMENT/JUNK
137364956,added_myself,INSTRUMENT/JUNK
137365353,added_myself,DSCT_BCEP
137365803,added_myself,CONTACT_ROT
137402651,added_myself,INSTRUMENT/JUNK
137402806,added_myself,INSTRUMENT/JUNK
137403552,added_myself,INSTRUMENT/JUNK
137407091,tessv1,CONTACT_ROT
137407957,tessv1,APERIODIC
137408317,tessv1,ECLIPSE
137408962,tessv1,ECLIPSE
137409142,tessv1,ECLIPSE
137409811,tessv1,CONTACT_ROT
137410854,tessv1,DSCT_BCEP
137410897,tessv1,CONTACT_ROT
137411280,tessv1,ECLIPSE
137411725,tessv1,ECLIPSE
137412073,tessv1,APERIODIC
137414238,tessv1,CONTACT_ROT
137415011,tessv1,GDOR_SPB
137446868,added_myself,INSTRUMENT/JUNK
137482594,tessv1,DSCT_BCEP
137483077,tessv1,CONTACT_ROT
137484354,tessv1,DSCT_BCEP
137487101,added_myself,INSTRUMENT/JUNK
137487177,tessv1,APERIODIC
137488698,tessv1,CONTACT_ROT
137545766,tessv1,DSCT_BCEP
137545849,tessv1,GDOR_SPB
137546211,added_myself,INSTRUMENT/JUNK
137546334,added_myself,INSTRUMENT/JUNK
137546699,tessv1,APERIODIC
137546731,tessv1,APERIODIC
137546748,added_myself,INSTRUMENT/JUNK
137546777,tessv1,GDOR_SPB
137547156,added_myself,INSTRUMENT/JUNK
137547194,tessv1,APERIODIC
137547310,added_myself,INSTRUMENT/JUNK
137547399,tessv1,ECLIPSE
137547686,tessv1,APERIODIC
137548243,tessv1,CONTACT_ROT
137548921,added_myself,INSTRUMENT/JUNK
137549037,tessv1,DSCT_BCEP
137549183,tessv1,ECLIPSE
137549610,added_myself,INSTRUMENT/JUNK
137550391,added_myself,INSTRUMENT/JUNK
137550417,added_myself,INSTRUMENT/JUNK
137550518,tessv1,GDOR_SPB
137550534,added_myself,INSTRUMENT/JUNK
137550757,added_myself,INSTRUMENT/JUNK
137550847,tessv1,APERIODIC
137550886,tessv1,APERIODIC
137550974,tessv1,DSCT_BCEP
137551014,tessv1,CONTACT_ROT
137551461,tessv1,ECLIPSE
137551463,tessv1,APERIODIC
137551493,added_myself,INSTRUMENT/JUNK
137551774,tessv1,CONTACT_ROT
137551856,tessv1,CONTACT_ROT
137555821,tessv1,CONTACT_ROT
137556333,tessv1,GDOR_SPB
137557837,tessv1,GDOR_SPB
137557923,tessv1,APERIODIC
137617832,added_myself,INSTRUMENT/JUNK
137628135,tessv1,APERIODIC
137628722,tessv1,GDOR_SPB
137632395,added_myself,INSTRUMENT/JUNK
137632596,tessv1,APERIODIC
137632713,tessv1,APERIODIC
137633587,added_myself,INSTRUMENT/JUNK
137634684,tessv1,DSCT_BCEP
137635834,tessv1,DSCT_BCEP
137635985,tessv1,DSCT_BCEP
137636297,added_myself,INSTRUMENT/JUNK
137637070,tessv1,APERIODIC
137684294,added_myself,INSTRUMENT/JUNK
137684920,added_myself,INSTRUMENT/JUNK
137685462,tessv1,APERIODIC
137686153,added_myself,INSTRUMENT/JUNK
137686739,tessv1,APERIODIC
137687673,tessv1,GDOR_SPB
137689084,tessv1,CONTACT_ROT
137689353,tessv1,APERIODIC
137762597,tessv1,GDOR_SPB
137795976,added_myself,ECLIPSE
137803548,added_myself,DSCT_BCEP
137815140,tessv1,APERIODIC
137815282,tessv1,APERIODIC
137815633,tessv1,APERIODIC
137815696,tessv1,DSCT_BCEP
137815899,tessv1,CONTACT_ROT
137815946,tessv1,DSCT_BCEP
137815965,tessv1,GDOR_SPB
137816178,tessv1,APERIODIC
137817552,added_myself,INSTRUMENT/JUNK
137818468,tessv1,GDOR_SPB
137818550,added_myself,INSTRUMENT/JUNK
137829722,tessv1,GDOR_SPB
137842330,added_myself,CONTACT_ROT
137847139,added_myself,CONTACT_ROT
137890412,tessv1,ECLIPSE
137890951,tessv1,APERIODIC
137890960,tessv1,APERIODIC
137890994,tessv1,CONTACT_ROT
137892489,added_myself,INSTRUMENT/JUNK
137892520,added_myself,INSTRUMENT/JUNK
137893251,added_myself,INSTRUMENT/JUNK
137893295,tessv1,ECLIPSE
137897115,tessv1,ECLIPSE
137953006,added_myself,CONTACT_ROT
137975819,tessv1,APERIODIC
137975885,tessv1,GDOR_SPB
137975907,tessv1,ECLIPSE
137975914,added_myself,INSTRUMENT/JUNK
137977094,tessv1,CONTACT_ROT
137977187,tessv1,ECLIPSE
137977639,tessv1,DSCT_BCEP
137977804,tessv1,CONTACT_ROT
138009275,added_myself,DSCT_BCEP
138035706,tessv1,DSCT_BCEP
138037268,tessv1,ECLIPSE
138037577,tessv1,GDOR_SPB
138040846,tessv1,GDOR_SPB
138078406,added_myself,DSCT_BCEP
138097880,tessv1,APERIODIC
138098354,added_myself,SOLARLIKE
138098461,tessv1,CONTACT_ROT
138147446,added_myself,INSTRUMENT/JUNK
138154117,tessv1,CONTACT_ROT
138154750,tessv1,ECLIPSE
138209461,added_myself,INSTRUMENT/JUNK
138219701,tessv1,DSCT_BCEP
138220216,tessv1,APERIODIC
138220243,tessv1,CONTACT_ROT
138220532,tessv1,DSCT_BCEP
138220675,tessv1,GDOR_SPB
138221399,tessv1,APERIODIC
138221430,tessv1,DSCT_BCEP
138221433,tessv1,APERIODIC
138221465,tessv1,GDOR_SPB
138221650,tessv1,APERIODIC
138296640,tessv1,APERIODIC
138318354,added_myself,DSCT_BCEP
138382009,added_myself,DSCT_BCEP
138428761,tessv1,DSCT_BCEP
138429503,tessv1,GDOR_SPB
138429773,tessv1,CONTACT_ROT
138429856,tessv1,GDOR_SPB
138430121,added_myself,SOLARLIKE
138430169,tessv1,APERIODIC
138430299,tessv1,APERIODIC
138430438,tessv1,ECLIPSE
138433995,tessv1,CONTACT_ROT
138455774,added_myself,ECLIPSE
138535213,added_myself,INSTRUMENT/JUNK
138544174,added_myself,INSTRUMENT/JUNK
138577707,added_myself,INSTRUMENT/JUNK
138580742,added_myself,SOLARLIKE
138613032,added_myself,ECLIPSE
138618487,added_myself,INSTRUMENT/JUNK
138636625,tessv1,GDOR_SPB
138637269,tessv1,GDOR_SPB
138637554,tessv1,CONTACT_ROT
138638652,tessv1,GDOR_SPB
138639253,tessv1,ECLIPSE
138650331,added_myself,INSTRUMENT/JUNK
138650447,added_myself,SOLARLIKE
138652702,added_myself,CONTACT_ROT
138723690,added_myself,SOLARLIKE
138725798,added_myself,SOLARLIKE
138726047,tessv1,CONTACT_ROT
138726174,tessv1,CONTACT_ROT
138726620,tessv1,CONTACT_ROT
138752483,added_myself,CONTACT_ROT
138803542,tessv1,GDOR_SPB
138806085,tessv1,GDOR_SPB
138806620,tessv1,CONTACT_ROT
138862727,added_myself,CONTACT_ROT
138875515,added_myself,ECLIPSE
138887802,tessv2,RRLYR_CEPH
138889065,tessv1,ECLIPSE
138892474,tessv1,ECLIPSE
138893145,tessv1,ECLIPSE
138951021,added_myself,CONTACT_ROT
138960108,tessv1,CONTACT_ROT
138961868,tessv1,GDOR_SPB
138962637,added_myself,SOLARLIKE
138963148,tessv1,CONTACT_ROT
138966510,added_myself,CONTACT_ROT
138967732,tessv1,GDOR_SPB
138967906,tessv1,ECLIPSE
138968207,added_myself,DSCT_BCEP
138971161,tessv1,GDOR_SPB
138971405,tessv1,ECLIPSE
139006557,added_myself,DSCT_BCEP
139019761,added_myself,CONTACT_ROT
139037063,added_myself,INSTRUMENT/JUNK
139071967,added_myself,SOLARLIKE
139072426,added_myself,INSTRUMENT/JUNK
139103795,tessv1,GDOR_SPB
139105192,tessv1,GDOR_SPB
139136739,added_myself,DSCT_BCEP
139136890,added_myself,ECLIPSE
139157339,tessv1,CONTACT_ROT
139158256,added_myself,INSTRUMENT/JUNK
141820760,added_myself,INSTRUMENT/JUNK
141821119,added_myself,SOLARLIKE
141821228,added_myself,SOLARLIKE
141861002,added_myself,INSTRUMENT/JUNK
141872595,added_myself,INSTRUMENT/JUNK
141876660,added_myself,INSTRUMENT/JUNK
142371827,added_myself,SOLARLIKE
142383896,tessv2,RRLYR_CEPH
142413500,added_myself,INSTRUMENT/JUNK
142413870,tessv2,RRLYR_CEPH
142738022,tessv2,RRLYR_CEPH
142828141,added_myself,CONTACT_ROT
142848794,tessv2,RRLYR_CEPH
142872085,added_myself,INSTRUMENT/JUNK
142936400,added_myself,INSTRUMENT/JUNK
147576267,tessv2,RRLYR_CEPH
147877855,tessv2,RRLYR_CEPH
148840415,added_myself,INSTRUMENT/JUNK
148878086,added_myself,INSTRUMENT/JUNK
148894072,tessv2,RRLYR_CEPH
148910398,added_myself,INSTRUMENT/JUNK
148911118,tessv2,RRLYR_CEPH
148912822,added_myself,CONTACT_ROT
148913489,added_myself,INSTRUMENT/JUNK
148915855,added_myself,CONTACT_ROT
148915856,added_myself,INSTRUMENT/JUNK
148964975,added_myself,INSTRUMENT/JUNK
148965846,added_myself,CONTACT_ROT
148968914,tessv2,RRLYR_CEPH
150310015,tessv2,RRLYR_CEPH
150318429,added_myself,INSTRUMENT/JUNK
150326115,added_myself,INSTRUMENT/JUNK
150355581,tessv2,RRLYR_CEPH
150385199,added_myself,SOLARLIKE
153951061,added_myself,INSTRUMENT/JUNK
153976441,added_myself,SOLARLIKE
154007396,tessv2,RRLYR_CEPH
154008360,added_myself,CONTACT_ROT
154087607,added_myself,INSTRUMENT/JUNK
154125198,added_myself,INSTRUMENT/JUNK
154183106,tessv2,RRLYR_CEPH
154223798,added_myself,INSTRUMENT/JUNK
154256561,added_myself,INSTRUMENT/JUNK
154256635,added_myself,DSCT_BCEP
154511178,added_myself,DSCT_BCEP
154563885,added_myself,ECLIPSE
154566604,added_myself,INSTRUMENT/JUNK
155877028,added_myself,INSTRUMENT/JUNK
155878734,added_myself,INSTRUMENT/JUNK
156456799,added_myself,INSTRUMENT/JUNK
156457560,added_myself,INSTRUMENT/JUNK
156492019,added_myself,SOLARLIKE
156508002,tessv2,RRLYR_CEPH
156509300,added_myself,INSTRUMENT/JUNK
157327106,added_myself,CONTACT_ROT
157520260,tessv2,RRLYR_CEPH
157523265,tessv2,RRLYR_CEPH
157769565,tessv2,RRLYR_CEPH
158112151,tessv1,DSCT_BCEP
158112244,tessv1,RRLYR_CEPH
158113583,tessv1,ECLIPSE
158113975,tessv1,APERIODIC
158165935,tessv1,CONTACT_ROT
158166739,tessv1,SOLARLIKE
158166744,tessv1,APERIODIC
158166833,tessv1,APERIODIC
158167015,tessv1,DSCT_BCEP
158167142,tessv1,SOLARLIKE
158171482,tessv1,DSCT_BCEP
158171488,tessv1,APERIODIC
158171489,tessv1,GDOR_SPB
158171797,tessv1,APERIODIC
158172173,tessv1,CONTACT_ROT
158172746,tessv1,SOLARLIKE
158173282,tessv1,APERIODIC
158173286,tessv1,ECLIPSE
158173344,tessv1,CONTACT_ROT
158175339,tessv1,SOLARLIKE
158211069,tessv1,CONTACT_ROT
158213417,tessv1,APERIODIC
158213425,tessv1,SOLARLIKE
158215087,tessv1,APERIODIC
158215523,tessv1,GDOR_SPB
158215628,tessv1,CONTACT_ROT
158215869,tessv1,SOLARLIKE
158216002,tessv1,APERIODIC
158218303,tessv1,APERIODIC
158218818,tessv1,CONTACT_ROT
158269378,tessv1,CONTACT_ROT
158270230,added_myself,INSTRUMENT/JUNK
158270833,tessv1,RRLYR_CEPH
158270970,tessv1,APERIODIC
158271090,tessv1,CONTACT_ROT
158271748,added_myself,SOLARLIKE
158272742,tessv1,ECLIPSE
158272744,added_myself,ECLIPSE
158272847,added_myself,SOLARLIKE
158273049,tessv1,APERIODIC
158273633,added_myself,SOLARLIKE
158274148,tessv1,ECLIPSE
158274321,tessv1,DSCT_BCEP
158274707,tessv1,APERIODIC
158276240,tessv1,APERIODIC
158276557,tessv1,CONTACT_ROT
158276780,tessv1,CONTACT_ROT
158277874,tessv1,APERIODIC
158317601,tessv1,APERIODIC
158319533,tessv1,CONTACT_ROT
158319854,tessv1,APERIODIC
158319951,tessv1,APERIODIC
158320134,tessv1,CONTACT_ROT
158320226,tessv1,SOLARLIKE
158320343,tessv1,APERIODIC
158320407,tessv1,CONTACT_ROT
158321712,tessv1,DSCT_BCEP
158322489,tessv1,DSCT_BCEP
158322648,tessv1,SOLARLIKE
158322668,tessv1,CONTACT_ROT
158324196,tessv1,DSCT_BCEP
158324580,tessv1,APERIODIC
158324719,tessv1,DSCT_BCEP
158326003,tessv1,SOLARLIKE
158326707,tessv1,CONTACT_ROT
158385458,tessv1,APERIODIC
158385754,tessv1,APERIODIC
158385838,tessv1,CONTACT_ROT
158385876,tessv1,GDOR_SPB
158386775,tessv1,ECLIPSE
158386945,tessv1,DSCT_BCEP
158387035,tessv1,RRLYR_CEPH
158387104,tessv1,DSCT_BCEP
158387865,tessv1,CONTACT_ROT
158388330,tessv1,GDOR_SPB
158388627,tessv1,APERIODIC
158389967,tessv1,CONTACT_ROT
158390185,tessv1,APERIODIC
158390533,tessv1,APERIODIC
158390788,tessv1,APERIODIC
158392040,tessv1,APERIODIC
158393140,tessv1,ECLIPSE
158393381,added_myself,INSTRUMENT/JUNK
158393612,tessv1,CONTACT_ROT
158393752,tessv1,CONTACT_ROT
158394030,tessv1,ECLIPSE
158394974,tessv1,CONTACT_ROT
158394978,added_myself,INSTRUMENT/JUNK
158412683,tessv1,APERIODIC
158415873,tessv1,DSCT_BCEP
158419068,tessv1,APERIODIC
158420763,tessv1,APERIODIC
158421483,tessv1,APERIODIC
158425604,tessv1,CONTACT_ROT
158427997,tessv1,DSCT_BCEP
158429231,tessv1,APERIODIC
158429344,tessv1,APERIODIC
158431715,tessv1,CONTACT_ROT
158433525,tessv1,APERIODIC
158434408,tessv1,GDOR_SPB
158460625,added_myself,INSTRUMENT/JUNK
158462651,added_myself,INSTRUMENT/JUNK
158484619,tessv1,ECLIPSE
158486720,tessv1,SOLARLIKE
158487195,tessv1,CONTACT_ROT
158488307,tessv1,DSCT_BCEP
158488477,tessv1,ECLIPSE
158490135,tessv1,DSCT_BCEP
158490401,tessv1,ECLIPSE
158491049,added_myself,DSCT_BCEP
158491288,tessv1,ECLIPSE
158493932,tessv1,DSCT_BCEP
158494141,tessv1,GDOR_SPB
158494309,tessv1,APERIODIC
158494819,added_myself,INSTRUMENT/JUNK
158495556,tessv1,GDOR_SPB
158496171,tessv1,APERIODIC
158533736,added_myself,INSTRUMENT/JUNK
158540894,added_myself,INSTRUMENT/JUNK
158552405,tessv1,CONTACT_ROT
158553034,tessv1,RRLYR_CEPH
158553410,tessv1,GDOR_SPB
158554073,tessv1,DSCT_BCEP
158555663,tessv1,APERIODIC
158555987,tessv1,CONTACT_ROT
158556023,tessv1,GDOR_SPB
158556203,tessv1,APERIODIC
158557128,tessv1,APERIODIC
158557146,tessv1,GDOR_SPB
158559272,tessv1,APERIODIC
158559512,tessv1,CONTACT_ROT
158559784,tessv1,SOLARLIKE
158560395,tessv1,SOLARLIKE
158561050,tessv1,SOLARLIKE
158561115,tessv1,CONTACT_ROT
158561166,tessv1,SOLARLIKE
158561969,added_myself,INSTRUMENT/JUNK
158562326,tessv1,DSCT_BCEP
158562424,tessv1,APERIODIC
158562487,tessv1,APERIODIC
158624200,tessv1,APERIODIC
158624690,tessv1,SOLARLIKE
158625549,tessv1,ECLIPSE
158625964,added_myself,INSTRUMENT/JUNK
158629002,tessv1,CONTACT_ROT
158629582,tessv1,CONTACT_ROT
158629634,tessv1,APERIODIC
158629996,tessv1,APERIODIC
158630416,tessv1,CONTACT_ROT
158630999,tessv1,APERIODIC
158631129,tessv1,APERIODIC
158631297,tessv1,DSCT_BCEP
158632599,tessv1,DSCT_BCEP
158633465,tessv1,GDOR_SPB
158634245,tessv1,APERIODIC
158634609,tessv1,CONTACT_ROT
158634762,tessv1,GDOR_SPB
158635015,tessv1,GDOR_SPB
158635832,tessv1,ECLIPSE
158659557,tessv1,SOLARLIKE
158659805,tessv1,APERIODIC
158660255,tessv1,APERIODIC
158660631,tessv1,ECLIPSE
158660874,tessv1,DSCT_BCEP
158662338,tessv1,GDOR_SPB
158663754,added_myself,CONTACT_ROT
158663848,tessv1,SOLARLIKE
158664198,tessv1,DSCT_BCEP
158664613,tessv1,SOLARLIKE
158664865,tessv1,CONTACT_ROT
158665211,tessv1,GDOR_SPB
158665964,tessv1,SOLARLIKE
158720624,tessv1,GDOR_SPB
158721511,tessv1,APERIODIC
158721722,tessv1,GDOR_SPB
158721809,tessv1,APERIODIC
158721972,tessv1,DSCT_BCEP
158722360,tessv1,CONTACT_ROT
158722941,tessv1,DSCT_BCEP
158723644,tessv1,CONTACT_ROT
158723987,tessv1,CONTACT_ROT
158724028,tessv1,GDOR_SPB
158724501,tessv1,SOLARLIKE
158724800,tessv1,DSCT_BCEP
158726046,tessv1,CONTACT_ROT
158726127,tessv1,ECLIPSE
158726422,tessv1,ECLIPSE
158728860,tessv1,ECLIPSE
158729525,added_myself,INSTRUMENT/JUNK
158729599,added_myself,SOLARLIKE
158730053,tessv1,CONTACT_ROT
158730244,tessv1,DSCT_BCEP
158785294,tessv1,APERIODIC
158786718,tessv1,CONTACT_ROT
158787200,tessv1,DSCT_BCEP
158787693,tessv1,APERIODIC
158787827,tessv1,SOLARLIKE
158788034,tessv1,GDOR_SPB
158791304,tessv1,CONTACT_ROT
158791981,tessv1,GDOR_SPB
158792216,tessv1,GDOR_SPB
158793188,tessv1,APERIODIC
158794318,tessv1,GDOR_SPB
158794760,tessv1,CONTACT_ROT
158794962,tessv1,GDOR_SPB
158795583,tessv1,APERIODIC
158796245,tessv1,DSCT_BCEP
158796344,tessv1,APERIODIC
158836527,added_myself,SOLARLIKE
158836700,tessv1,APERIODIC
158836829,tessv1,SOLARLIKE
158837228,tessv1,CONTACT_ROT
158838334,tessv1,CONTACT_ROT
158839281,tessv1,DSCT_BCEP
158839697,tessv1,APERIODIC
158840157,added_myself,INSTRUMENT/JUNK
158840850,tessv1,CONTACT_ROT
158842091,tessv1,APERIODIC
158842945,added_myself,SOLARLIKE
158844163,tessv1,ECLIPSE
158920521,tessv1,CONTACT_ROT
158921487,tessv1,CONTACT_ROT
158922849,tessv1,DSCT_BCEP
158922896,tessv1,APERIODIC
158923334,tessv1,APERIODIC
158926506,tessv1,GDOR_SPB
158926835,tessv1,APERIODIC
158933315,tessv1,SOLARLIKE
158934973,tessv1,CONTACT_ROT
158935785,tessv1,DSCT_BCEP
158935890,tessv1,APERIODIC
158936104,tessv1,CONTACT_ROT
158936406,tessv1,ECLIPSE
158983374,tessv1,APERIODIC
158984226,tessv1,CONTACT_ROT
158984540,tessv1,ECLIPSE
158984684,tessv1,ECLIPSE
158984830,tessv1,CONTACT_ROT
158985044,added_myself,INSTRUMENT/JUNK
158985629,tessv1,SOLARLIKE
158986783,tessv1,SOLARLIKE
158988299,tessv1,CONTACT_ROT
158988347,tessv1,ECLIPSE
158988665,tessv1,CONTACT_ROT
158989661,tessv1,CONTACT_ROT
158991754,tessv1,GDOR_SPB
158992440,tessv1,DSCT_BCEP
158992937,tessv1,DSCT_BCEP
159044403,tessv1,CONTACT_ROT
159044536,tessv1,APERIODIC
159046704,tessv1,APERIODIC
159047480,tessv1,ECLIPSE
159047672,tessv1,ECLIPSE
159047696,added_myself,ECLIPSE
159047777,tessv1,CONTACT_ROT
159047881,tessv1,ECLIPSE
159048362,added_myself,INSTRUMENT/JUNK
159049894,tessv1,CONTACT_ROT
159050162,added_myself,SOLARLIKE
159050655,tessv1,DSCT_BCEP
159050937,tessv1,APERIODIC
159051423,tessv1,DSCT_BCEP
159051462,added_myself,SOLARLIKE
159052524,tessv1,APERIODIC
159052834,tessv1,SOLARLIKE
159053932,tessv1,CONTACT_ROT
159054689,added_myself,INSTRUMENT/JUNK
159097761,tessv1,CONTACT_ROT
159098424,tessv1,SOLARLIKE
159098464,tessv1,SOLARLIKE
159098705,tessv1,APERIODIC
159101456,tessv1,APERIODIC
159102838,tessv1,CONTACT_ROT
159105428,tessv1,CONTACT_ROT
159105439,tessv1,GDOR_SPB
159105713,tessv1,CONTACT_ROT
159105847,tessv1,CONTACT_ROT
159106392,tessv1,APERIODIC
159106514,tessv1,APERIODIC
159107517,tessv1,CONTACT_ROT
159108140,tessv1,CONTACT_ROT
159108460,tessv1,GDOR_SPB
159167036,added_myself,INSTRUMENT/JUNK
159171617,tessv1,CONTACT_ROT
159171870,added_myself,INSTRUMENT/JUNK
159173455,added_myself,SOLARLIKE
159176651,tessv1,CONTACT_ROT
159177104,tessv1,CONTACT_ROT
159177126,tessv1,CONTACT_ROT
159177250,added_myself,INSTRUMENT/JUNK
159177726,tessv1,CONTACT_ROT
159179382,tessv1,APERIODIC
159180123,tessv1,ECLIPSE
159204211,added_myself,CONTACT_ROT
159209100,added_myself,INSTRUMENT/JUNK
159213398,added_myself,SOLARLIKE
159219573,tessv1,CONTACT_ROT
159220329,tessv1,ECLIPSE
159220652,tessv1,ECLIPSE
159220694,tessv1,SOLARLIKE
159221085,tessv1,SOLARLIKE
159222057,tessv1,CONTACT_ROT
159224053,added_myself,CONTACT_ROT
159224771,tessv1,CONTACT_ROT
159225643,tessv1,RRLYR_CEPH
159240553,added_myself,SOLARLIKE
159287817,added_myself,INSTRUMENT/JUNK
159302474,added_myself,SOLARLIKE
159303691,tessv1,SOLARLIKE
159304708,tessv1,APERIODIC
159304959,added_myself,SOLARLIKE
159305535,tessv1,DSCT_BCEP
159306154,tessv1,ECLIPSE
159306495,tessv1,GDOR_SPB
159306583,tessv1,CONTACT_ROT
159307098,tessv1,DSCT_BCEP
159307460,tessv1,APERIODIC
159313706,added_myself,INSTRUMENT/JUNK
159331410,added_myself,INSTRUMENT/JUNK
159376078,tessv1,CONTACT_ROT
159377590,tessv1,DSCT_BCEP
159379875,tessv1,GDOR_SPB
159381825,tessv1,CONTACT_ROT
159382357,tessv1,ECLIPSE
159384799,added_myself,SOLARLIKE
159385305,tessv1,SOLARLIKE
159385652,tessv1,DSCT_BCEP
159386208,tessv1,ECLIPSE
159386347,tessv1,CONTACT_ROT
159387426,tessv1,CONTACT_ROT
159387771,tessv1,DSCT_BCEP
159391762,tessv1,CONTACT_ROT
159393357,tessv1,APERIODIC
159393798,tessv1,GDOR_SPB
159414801,added_myself,CONTACT_ROT
159416406,added_myself,SOLARLIKE
159417267,training_set_em1,GDOR_SPB
159418488,tessv2,RRLYR_CEPH
159440108,tessv1,CONTACT_ROT
159440115,tessv1,CONTACT_ROT
159440430,tessv1,CONTACT_ROT
159441863,tessv1,APERIODIC
159442571,tessv1,APERIODIC
159443386,tessv1,CONTACT_ROT
159443438,tessv1,DSCT_BCEP
159444013,tessv1,CONTACT_ROT
159447512,tessv1,GDOR_SPB
159449069,tessv1,CONTACT_ROT
159449689,added_myself,INSTRUMENT/JUNK
159450646,tessv1,GDOR_SPB
159450951,tessv1,CONTACT_ROT
159451061,tessv1,APERIODIC
159451847,added_myself,INSTRUMENT/JUNK
159464252,added_myself,INSTRUMENT/JUNK
159500760,added_myself,SOLARLIKE
159502465,training_set_em1,DSCT_BCEP
159511448,training_set_em1,GDOR_SPB
159512382,tessv1,APERIODIC
159513860,added_myself,INSTRUMENT/JUNK
159514206,tessv1,DSCT_BCEP
159516239,added_myself,INSTRUMENT/JUNK
159516315,tessv1,DSCT_BCEP
159517198,added_myself,DSCT_BCEP
159519448,tessv1,CONTACT_ROT
159521330,tessv1,CONTACT_ROT
159522276,tessv1,CONTACT_ROT
159527193,added_myself,CONTACT_ROT
159548989,added_myself,INSTRUMENT/JUNK
159572904,tessv1,RRLYR_CEPH
159573299,tessv1,ECLIPSE
159574309,tessv1,GDOR_SPB
159575008,tessv1,APERIODIC
159575477,tessv1,APERIODIC
159575722,tessv1,APERIODIC
159577231,added_myself,SOLARLIKE
159578254,tessv1,CONTACT_ROT
159578658,tessv1,CONTACT_ROT
159579660,added_myself,SOLARLIKE
159580190,tessv1,CONTACT_ROT
159580239,tessv1,CONTACT_ROT
159580386,tessv1,GDOR_SPB
159581333,tessv1,CONTACT_ROT
159586131,tessv2,RRLYR_CEPH
159613252,added_myself,INSTRUMENT/JUNK
159614070,added_myself,CONTACT_ROT
159628509,added_myself,INSTRUMENT/JUNK
159630621,added_myself,INSTRUMENT/JUNK
159643151,added_myself,INSTRUMENT/JUNK
159643569,tessv1,SOLARLIKE
159645582,added_myself,DSCT_BCEP
159645806,added_myself,DSCT_BCEP
159645932,tessv1,DSCT_BCEP
159647185,tessv1,DSCT_BCEP
159648620,tessv1,APERIODIC
159648685,tessv1,APERIODIC
159649251,tessv1,GDOR_SPB
159649380,tessv1,GDOR_SPB
159652665,tessv1,DSCT_BCEP
159652956,tessv1,DSCT_BCEP
159653259,tessv1,CONTACT_ROT
159653565,tessv1,APERIODIC
159715934,tessv1,DSCT_BCEP
159716491,tessv1,DSCT_BCEP
159716712,tessv1,DSCT_BCEP
159716883,tessv1,GDOR_SPB
159716970,tessv1,CONTACT_ROT
159717535,tessv1,CONTACT_ROT
159717574,tessv1,CONTACT_ROT
159719243,tessv1,ECLIPSE
159720778,tessv1,ECLIPSE
159720842,tessv1,GDOR_SPB
159720951,tessv1,ECLIPSE
159721454,added_myself,INSTRUMENT/JUNK
159721836,tessv1,DSCT_BCEP
159723119,tessv1,CONTACT_ROT
159723293,tessv1,CONTACT_ROT
159723444,tessv1,SOLARLIKE
159724811,added_myself,SOLARLIKE
159724819,added_myself,SOLARLIKE
159724845,added_myself,INSTRUMENT/JUNK
159727604,tessv1,APERIODIC
159763199,tessv1,DSCT_BCEP
159764598,tessv1,APERIODIC
159764793,tessv1,APERIODIC
159764929,tessv1,CONTACT_ROT
159765261,tessv1,DSCT_BCEP
159765265,added_myself,DSCT_BCEP
159766623,added_myself,CONTACT_ROT
159766814,added_myself,INSTRUMENT/JUNK
159768092,tessv1,DSCT_BCEP
160044919,added_myself,INSTRUMENT/JUNK
160099545,added_myself,ECLIPSE
160100406,added_myself,SOLARLIKE
160171645,added_myself,DSCT_BCEP
160172599,added_myself,DSCT_BCEP
160174344,added_myself,CONTACT_ROT
160253029,added_myself,SOLARLIKE
