label,path
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000199687298_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000199687298_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000199687298_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000199687298_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000199687298_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000199687298_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000199687298_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000199687298_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000199687298_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000199687298_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000199708697_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000199708697_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000199708697_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000199708697_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000199708697_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000199708697_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000199708697_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000199710599_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000199710599_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000199710599_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000199714030_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000199714030_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000199714030_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000202295962_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000202295962_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202295962_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202295962_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000202353950_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000202353950_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000202353950_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202353950_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202353950_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000202353950_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000202353950_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000202384327_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000202384327_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202384939_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202384939_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202420764_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202420764_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202420764_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202420764_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000202421931_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000202421931_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202421931_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202421931_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202421931_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202421931_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202427608_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202427608_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202427608_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202427608_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000202489734_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000202489734_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202489734_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202489734_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202489734_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202489734_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000202506233_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000202506233_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000202506233_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000202506233_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000202506233_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000202506233_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000207425445_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000207425445_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207425445_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207425445_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207425445_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207425445_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207425445_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207425445_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207425445_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207425445_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000207431983_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207431983_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207431983_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207431983_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207431983_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207431983_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207431983_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207432481_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207432481_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207432481_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207432481_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207432481_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207432481_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207432481_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207432481_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207463256_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207463256_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207463256_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207463256_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207463256_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207463256_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207463256_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207463256_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207463256_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207463256_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207467389_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207467389_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207467389_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207467389_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207467389_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207467389_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207467389_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207467389_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207467389_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207467389_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207490706_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207490706_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207490896_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207490896_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207490980_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207490980_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207490980_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207490980_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207490980_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207490980_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207490980_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207490980_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207490980_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207490980_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207493367_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207493367_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207493367_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207493367_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207493367_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207493367_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207493367_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207493367_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207493367_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207493367_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000207497680_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000207497680_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000207497680_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000207497680_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000207497680_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000207497680_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000207497680_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000207497680_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000207497680_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000207497680_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000219002885_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000219002885_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000219002885_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000219002885_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000219009760_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000219009760_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000219009760_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000219009760_tess_v01_llc.fits
SOLARLIKE,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000219009760_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000219009760_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000219037810_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000219037810_tess_v01_llc.fits
INSTRUMENT/JUNK,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000219037810_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000219037810_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000219092124_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000219092124_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000219092124_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000219092124_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000219092124_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000219092124_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000219092124_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000219092124_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_16\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000219092124_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000219092124_tess_v01_llc.fits
